Source,Target
BlakkatM,2_pisang16016
jannahseeker99,DokterTifa
ollyvialaura,J97T5
merseysideliv,usabperning_
merseysideliv,SmudgeStan
merseysideliv,barengwarga
Albertmgk_,muhd_azn
Albertmgk_,zizan_ali
Albertmgk_,justamaliamel
Albertmgk_,giveawaykantry
jiephamoon,Meowon96
aruharubi_,diptherium
aruharubi_,meerkatchorom
EdwardSevino,BetaEpsilonPhi
GreenpeaceID,celios_id
GreenpeaceID,prabowo
nobluev,spideyyvers
soetanbandaro,Mdy_Asmara1701
drytxts,stobeyif
Meks68708765,gtobing2903
Meks68708765,H1m4_W4r1
Meks68708765,basuki_btp
Meks68708765,duniabulat5
wannafigh,ARSIPAJA
Legislator75,kompascom
ixcung,chenleu
ixcung,jisungparb
Mieju,Jenulee
wildanfird15,GuruGembull
wildanfird15,adedenis_
yasrosyadi,bachrum_achmadi
rckstarcat,taesanjelek
ResiReborn,anthwf77
sadili69920,BosPurwa
sadili69920,Gerindra
sadili69920,prabowo
karimakayyim,barengwarga
luarnalarmu,ChristiAgui789
luarnalarmu,ChristiAgui789
luarnalarmu,ChristiAgui789
luarnalarmu,ChristiAgui789
Leehqan,Wonyounyg
Leehqan,Wonyounyggg
ichsanfauzi6,Mdy_Asmara1701
ichsanfauzi6,prabowo
eka_gendut,roni_estewe
xsravenclaw,virlysdiary
beritairn1,BeritaIrn
tapskyyyyy,ardisatriawan
gelawalters,seyaphine
sweetcryshant,polcalyn
YHwldy,wonpilnininyu
BrokenCHIGIRI,StaffSoshiro
money_for_life_,abu_waras
mnjungkooki,KOKO199X
jalkke,1
jalkke,OfBerryTales
GGMU315,PNS_Ababil
InD4hR4tnA,riekediahp
InD4hR4tnA,SETYAKI22965702
fx_raptor,HM_DaKieng
inikomedo,eiwaiwaiei
poettoearth,hirunkisses
DroneEmpritOffc,ismailfahmi
satriohendri,YouTube
__Rhnnjb,tuk4ngw4rnet
Arya010787,senjakelam07
Arya010787,senjakelam07
bambang_shukaro,Uki23
winnynygf,terompetcina
Hainbn,ennhypeniki
Hainbn,Sungchanvc
Hainbn,unvoltots
milkitaeeee,illeraxs
milkitaeeee,xrsmy31
ichsanfauzi6,Mdy_Asmara1701
AzmiFaiqoh,gg_02022020
AzmiFaiqoh,PNS_Ababil
zzeyanne,licoqice
Hnirankara,prastow
daffdav,prabowo
Mas2Reborn,Carbaroxabane
Mas2Reborn,BudiBukanIntel
Mas2Reborn,profesor_saham
LoneIlySt,dailymbun
taqibalqibul,praditavanjava
rdhn333,LMFAIQ
rdhn333,syzuhri
rdhn333,profesor_saham
snoopytsinghua,kaelael4
Byeopn,ubieties
micibiku,profesor_saham
ksseeulgi,byNotre
GYUDAMIE,mrshuastic
Mieju,OldtownClamanya
IrawanRommi,dydyaa2
IrawanRommi,jokowi
IrawanRommi,PDI_Perjuangan
IrawanRommi,Gerindra
IrawanRommi,prabowo
alterego0w,ykfear
defalpha,gg_02022020
jaarxsn,lightofhwasan
mydqei,lightofhwasan
GYUDAMIE,mrshuastic
kring_pajak,alohaki22
kring_pajak,cipaku225
querenciay,ancridh
qimprutdalban,IrawanRommi
qimprutdalban,bengkeldodo
qimprutdalban,BANGSAygSUJUD
qimprutdalban,Ndons_Back
qimprutdalban,DarekaRendy
qimprutdalban,PDemokrat
qimprutdalban,Kimberley_PS08
qimprutdalban,AlmaghribiS
qimprutdalban,are_inismyname
qimprutdalban,Gerindra
qimprutdalban,temanduit
kkl988,P3gEl
gandaputrii,DitjenPajakRI
qimprutdalban,IrawanRommi
qimprutdalban,bengkeldodo
qimprutdalban,BANGSAygSUJUD
qimprutdalban,Ndons_Back
qimprutdalban,DarekaRendy
qimprutdalban,Kimberley_PS08
qimprutdalban,AlmaghribiS
qimprutdalban,are_inismyname
qimprutdalban,Gerindra
qimprutdalban,temanduit
IrawanRommi,bengkeldodo
IrawanRommi,BANGSAygSUJUD
IrawanRommi,Ndons_Back
IrawanRommi,DarekaRendy
IrawanRommi,Kimberley_PS08
IrawanRommi,AlmaghribiS
IrawanRommi,are_inismyname
IrawanRommi,qimprutdalban
IrawanRommi,Gerindra
IrawanRommi,temanduit
RnKtoncom,bengkeldodo
kring_pajak,fr1580457025639
xsunoc,nathanielriki
uniang_kamek,deuvshka
uniang_kamek,aniesbaswedan
WarsaWahyu,seraphinartsen
WarsaWahyu,tanyakanrl
blueforMW,phutrinajae
oohcanadaaa,jaeminenahceah
KtkungTmnSndiri,kegblgnunfaedh
perand_r,Heraloebss
galaxours,ggumx
mydqei,Ideationsm
lvydvybb,teragsn
lvydvybb,areuokaybby
JPGunarto,RamaAdamfaathir
JPGunarto,gibran_tweet
JPGunarto,tanyakanrl
mfagnetic,Collacteral
cupang_fish,ochdn
cupang_fish,senjatanuklir
LabaIgnas36658,tempodotco
rikiAiza,Atiiiiiiiiiihhh
uchinagyatt,ellianaille
kring_pajak,mccandjcw
etherealuminsce,PopBase
kring_pajak,mizukiharuu
pxft02,xitssmarcooo
xtxaxfxk,qxntolqu
xtxaxfxk,swara1st
xtxaxfxk,qxntolqu
xtxaxfxk,swara1st
happyme119,agungwarancak
mimiharumi1988,yoongisbaey
xtxaxfxk,mhmmdhsm
kring_pajak,Vinandya42
psowi,DitjenPajakRI
Iverneslight,soofiajoanna
chifuynu,BrokenHOSHINA
Mimin_Jelita,senjakelam07
kkasihiel,Zhephirazhdfi
kkasihiel,elowences
AchmadY56508123,atr_bpn
AchmadY56508123,nusronwahid
AchmadY56508123,msaid_didu
Haeeseung,purkgowon
Haeeseung,jaemain
mcfllurryyy,halfhateu
R4uf_85,DonKintil
R4uf_85,erlanishere
ggeomsa,schwarzeroos
nyamukbtina,yokkitanabung
KenapaGwWNI,aimr0d
KenapaGwWNI,nisfitongg
bittergumz,jianwwbn
sekjen_kw,StefanAntonio__
Labiebjeh,RickyKardjono
Labiebjeh,prabowo
orilookstore,mas2_jawa_
riwioo,atzjyunho_
riwioo,ypunho
Heeseunyg,Jakeu
Heeseunyg,Jakeusirmn
NajibIbu14181,GM_Warrios
NajibIbu14181,KompasData
NajibIbu14181,kompascom
JimanAndreas,gibran_tweet
JimanAndreas,psi_id
JimanAndreas,Metro_TV
JimanAndreas,masbagoes_20
JimanAndreas,DitjenPajakRI
JimanAndreas,KompasTV
JimanAndreas,jokowi
JimanAndreas,CNNIndonesia
JimanAndreas,kring_pajak
JimanAndreas,abu_waras
JimanAndreas,prabowo
dyahayuki,useNormies
ayni_fa,sup_rap_tok
perand_r,Puspen_TNI
perand_r,RadioElshinta
crysnow07,kring_pajak
crysnow07,rerernn
crysnow07,Hideout404
mokutonmon,UGM_FESS
mvamih,mas2_jawa_
LNoorainy,RickyKardjono
kring_pajak,kaysah352023
iyabercerita,mas2_jawa_
iputu_ananda,kelixmann
iputu_ananda,iMedKrisna
Widyawa64704930,BarisanPemudaRI
Widyawa64704930,dingggstar12
drakkxen,mas2_jawa_
sigit_prabawani,idextratime
catp00h,indosatim3
StefanAntonio__,bumbelbi1999
StefanAntonio__,99arsyadsholeh
arman451,Opposite6888
pmd_sehat,cholilnafis
Mimin_Jelita,Mdy_Asmara1701
Mimin_Jelita,KalbarOnline
kaimalhue,venomgaggedme
BudiDarlung,kring_pajak
SA51sam,Opposite6888
SA51sam,realDonaldTrump
SA51sam,prabowo
GStidy,yudiharahap46
Nasya_siAnasya,StevianaDv
dydy010101,DokterTifa
dydy010101,akuntwiter968
ssulyoonn,tsurubc
_____somahita,tanyakanrl
LylySophie1,Opposite6888
LylySophie1,realDonaldTrump
LylySophie1,prabowo
vrusty_,rakyatwakannda
vrusty_,enoliska_
chaewonssera,HeavenlyPuella
mxgxpxtrx,addinanurulf
Arwani_DGabriel,istrinyadilan
lilyaianthemum,yanhouzi
junmkook,zinter
hitamitu,butaleon
kimykimy112001,K7_m0en
kimykimy112001,Gerindra
kimykimy112001,BosPurwa
kimykimy112001,prabowo
cgitlali,cipyok
anamoelya,yeeeerika
brownisyou_,nonmatchalant
brownisyou_,patragumala
brownisyou_,kadeharakzuha
kring_pajak,aliciaaarn
novianms,abyanard
satriarijaya,susipudjiastuti
kring_pajak,Eka_OJI01
kring_pajak,Eka_OJI01
meilisaaa_,kring_pajak
zharifanny,indosatim3
zharifanny,CareIM3
Fithawardani,micinology
creamerlattee,hyperkarry
gg_02022020,DitjenPajakRI
Fithawardani,kring_pajak
robynsatyawan,aniesbaswedan
rogue_mercenary,txtdaritaxpayer
Ogaman888,inganggita
curvboyzzz,primawansatrio
KenapaGwWNI,pentolhisteria1
KenapaGwWNI,kemgelapan
tiyanangger,txtfromkeuangan
narawikoko,bearHANNNAN
DellaAndriyani4,kring_pajak
heypoo9,BosPurwa
KTheology46243,Metro_TV
KTheology46243,officialinews_
KTheology46243,garudatvnews
KTheology46243,PDI_Perjuangan
KTheology46243,Franken_blues
KTheology46243,prabowo
UzumakiYuuki1,muannas_alaidid
pis_yang,aimr0d
from_yroungk,aesgxelle
Eighxtyone,sisilainpetrik
NotreChansone,fujinagap
NotreChansone,annameovs
woonhako,NotreChansone
narul_hidayat,kompascom
Abe68855,BosPurwa
Abe68855,prabowo
Iuxurich,panpanjali
Iuxurich,sbyfess
FateofSnow,fvoden
butterfly1stluv,jinprincess_win
concordewhere,pst01c
shoubrave,filmingojo
huruf_yunani,kemgelapan
widodolestari,politikana
Arwandkt,bpkri
Arwandkt,korantempo
Arwandkt,Metro_TV
Arwandkt,DitjenPajakRI
Arwandkt,aniesbaswedan
Arwandkt,mohmahfudmd
icatwps,KSPgoid
icatwps,gibran_tweet
icatwps,SetwapresRI
icatwps,prabowo
maldinikahfi124,HarsMarli
maldinikahfi124,patragumala
maldinikahfi124,hendrowijonarko
ramadhika99,Adiprayitno_20
kiswanto1988,Adiprayitno_20
pentolhisteria1,kemgelapan
Maido_cuk,Gerindra
umiscaulus,asumsico
aasikinn27,airlangga_hrt
aasikinn27,politiknesiacom
FstrongW,tempodotco
inidataid_,@inidataid
Catatan_ali7,merapi_uncover
Catatan_ali7,Gerindra
Catatan_ali7,kabarklaten
Catatan_ali7,prabowo
Dodolmeong1,tempodotco
Virgo17Elang,dinulfadli_
Akihito69san,rayrestufauzi
pacekripto,AsahPolaPikir
Maoouul,abu_mahdzuroh
dks_e12,prabowo
fosiltua,KompasTV
yugosshh,SiaranBolaLive
FahreziBadrun,cakimiNOW
indosat,celukwaelif
HiiMtpKl,direktoridosen
HiiMtpKl,indosat
HiiMtpKl,Telkomsel
perlubakwan,rayrestufauzi
A_Paandah,mmaryasir
A_Paandah,patragumala
hamashashi,kring_pajak
rilianemouchet,dwinawan_
muhammadareza87,direktoridosen
muhammadareza87,indosat
muhammadareza87,Telkomsel
mnwishful,patragumala
gunsroay,jadijago
TGledek2,direktoridosen
TGledek2,indosat
TGledek2,Telkomsel
Arya010787,hasanudinsajid
Arya010787,BANGSAygSUJUD
Arya010787,Ndons_Back
Arya010787,DarekaRendy
Arya010787,gtobing2903
Arya010787,florieliciouss
Arya010787,satriamadang88
Arya010787,are_inismyname
Arya010787,MondrianOm6762
Arya010787,Kimberley_PS08
Arya010787,99propaganda
Arya010787,prabowo
Lewatin10,patragumala
rezatalks,kompascom
CombroHerry,kompascom
azarassey,fugufuguu
PischekDayat,direktoridosen
PischekDayat,indosat
PischekDayat,Telkomsel
michiavelly04,direktoridosen
michiavelly04,indosat
michiavelly04,Telkomsel
zzkyouka,jiegojo
Yoxungjae,xoueijja
Yoxungjae,oueijja
ibersaksi,leclekrc
Sambojoutomo21,direktoridosen
Sambojoutomo21,indosat
Sambojoutomo21,Telkomsel
ahyangbeneraja,gg_02022020
mlakugejayan,sembilannugget
mlakugejayan,indosat
si_ipan,RagilSemar
hdrnz,imascaredykat
hdrnz,diarymiakhalifa
rusdiyanto07071,Rachmadharis1
rusdiyanto07071,more80s
HortenV2,direktoridosen
HortenV2,indosat
HortenV2,Telkomsel
ardhaagasa,avishnupr
taeqsan,Notvickyo
taeqsan,vickyo
NizamiAgus,fxnetizen
NizamiAgus,geloraco
NizamiAgus,geloraco
akucintaistriku,prabowo
Savoiart,NINGYlZHUO
Savoiart,Yizhuueo
ariepong,ganjarpranowo
couppids,selfediot
mhisbullaht,jikiyaa
zogratie,Rb2C2O4
achaesthetic,letsrelax_
nuivillette,Wanmerer
aka_mahes,unmagnetism
FayaAtika,wortelbuncis2
rembulanbiru_ku,polongo__
senggongilang,Sagita81774027
dahono413,kompascom
law20956,ade206
ppteddyn,Sagita81774027
Baggarism,barengwarga
inidataid_,nokia
inidataid_,HMDdevices
deninerbeth,KangManto123
PassPHARITA,HEESEUNGPals
bungkikal99,neohistoria_id
AGoeci,yoeskenawas
fauvineyard,PrabuRo30326
fauvineyard,dmarvine
fauvineyard,breyBrandon
fauvineyard,bowo_boncu
MasterAris5,KemenperinRI
baeyubni,ToNinesOnes
rudolfsnijder,rijal_20jul
rudolfsnijder,polisiolahraga
Jog11111,Wwn0303
Jog11111,narkosun
MuslihZaenal,KemenkeuRI
MuslihZaenal,KangManto123
dickybosro339,Kimberley_PS08
jinjeanjwan,LullabyMirai
LuckyMan2021,Mdy_Asmara1701
BejihI,Mdy_Asmara1701
BejihI,Mdy_Asmara1701
my_nami_chan,kompascom
StarcaseX66003,CutSarina5
StarcaseX66003,prabowo
Mpok_Hanum,txtdrdigital
baybae100,tanyakanrl
JumardinLubis,kompascom
HPurwanto35026,Y_Radianto
founinaz,awbaskar
alleadriane,shirokunna
NizamiAgus,geloraco
AnKiiim_,Kimberley_PS08
AnKiiim_,si_ciio
lungofsmoke,barudakalter
wonjhong_,ERCCSOHN
al_neechan,convomf
whitedodo,PaltiWest
whitedodo,prabowo
s0medaywell,ARSIPAJA
auwendyz,gurehn
tripletsanonu,momomeowclub
shaninshines,maaganii
budiPriyat60787,BudiSusant23607
budiPriyat60787,arwidodo
zeffjaehyun,jvaehwan
zeffjaehyun,jaehwani
TheCurut007,bengkeldodo
TheCurut007,BANGSAygSUJUD
TheCurut007,mas_veel
TheCurut007,are_inismyname
TheCurut007,qimprutdalban
TheCurut007,Kingcube12
yeppeuseok,Iconnet_id
yeppeuseok,pln_123
yeppeuseok,shinenightmoon
Wonky_Togallo,amanomiuadvtr05
Wonky_Togallo,jijirnyinyir
kepatsmooch,camelliarchive
Omonmencle,BramzzRafli
Omonmencle,gamilaarief
AbuBakarNst,PaltiWest
gearcloudy,barengwarga
Williwilliamc,kring_pajak
handayani_10933,afi_auditore
handayani_10933,Denibudiargo
sexy_killer404,Hiugundul
sexy_killer404,ramaArsy1
joqyeoned,AskotWacky
kuntibarbie,smlnwzrds
TakPrihatinLagi,attararya
foxydenoze,convomf
HembusanFITNAH,vincentstefs
Heartherob,KECILvp
nurmaya59,gibran_tweet
nurmaya59,Hnirankara
nurmaya59,Gerindra
nurmaya59,prabowo
nurmaya59,hnirankara
saerozi63,prabowo
wepepe_draws,re_Fraine
IrawanRommi,qimprutdalban
IrawanRommi,Purnomodttrad52
frans_surya,UbahBareng
frans_surya,bachrum_achmadi
frans_surya,ethadisaputra
frans_surya,BosPurwa
frans_surya,TaufikNoor
frans_surya,AnggaPutraF
frans_surya,aniesbaswedan
frans_surya,GeiszChalifah
frans_surya,choymarkochoy
frans_surya,NenkMonica
miyeont__,itwshanjin
diyamed2,CNNIndonesia
GirlBieberJ,Ndons_Back
GirlBieberJ,gibran_tweet
GirlBieberJ,gsn_id_official
GirlBieberJ,MARQUEZ__93
GirlBieberJ,prabowo
dwiwarna9,eleanorr234
anyingpukimak,arfanpantua
anyingpukimak,Indomaret
anyingpukimak,asumsico
guoliangtjia,AsahPolaPikir
guoliangtjia,gebethcalled
vanpayung,CrucioDay
vanpayung,spesdelune
vanpayung,midorinomikan
moakler182,PNS_Garis_Lucu
ade745780,AnKiiim_
YanuarIbaz,KompasTV
subhanhidayat5,kring_pajak
JustUda,T_Falah0015
walpurgisneit,qiuiyuan
ichsanfauzi6,tempodotco
ichsanfauzi6,Yurissa_Samosir
ichsanfauzi6,meutya_hafid
shoegaze87,CNNIndonesia
shine44441,Dennysiregar7
OtarB274526,ezash
subhanhidayat5,kring_pajak
kring_pajak,deeeeee_10
MRLaode,scorpeeu
CjHarto,NajamudinSulta1
CjHarto,WagimanDeep212_
masihpol0s,mas_veel
masihpol0s,Fernand65443250
bepe24021968,Gerindra
bepe24021968,CNNIndonesia
Odhyng,CNNIndonesia
eddusays,jokowi
eddusays,CNNIndonesia
eddusays,prabowo
nrhylis,kegblgnunfaedh
inidataid_,nokia
inidataid_,HMDdevices
bobsinclairs,straan666er
nebulaspace_88,shinenightmoon
nebulaspace_88,IndiHomeCare
nebulaspace_88,itsmeowave
tayi_nesia,firzaGyu
freethink32,kkpgoid
freethink32,kemenkopmk
freethink32,kemkomdigi
freethink32,W1DY4_N_11
freethink32,Gerindra
freethink32,prabowo
sekar_epku,adriansyahyasin
Ogaman888,SnaiperMask
dhedhote1978,KemenkeuRI
dhedhote1978,HumorJonTampan
dhedhote1978,ch_chotimah2
dhedhote1978,Mata_Netizen62
dhedhote1978,JhonSitorus_18
dhedhote1978,agung_faysm
dhedhote1978,DitjenPajakRI
dhedhote1978,Cintada16
dhedhote1978,Anak__Ogi
dhedhote1978,__AnakKolong
dhedhote1978,AntoniusCDN
dhedhote1978,dcristnugroho
Lyppieew,cenooon
Lyppieew,tanyakanrl
lukasyakobus,MailSport
lukasyakobus,idextratime
HazmiLucidRuby,Ahrifkys
HazmiLucidRuby,erlanishere
helgaindra,txtdrdigital
Kelik_Es,KemenkeuRI
Kelik_Es,HumorJonTampan
Kelik_Es,ch_chotimah2
Kelik_Es,Mata_Netizen62
Kelik_Es,JhonSitorus_18
Kelik_Es,agung_faysm
Kelik_Es,DitjenPajakRI
Kelik_Es,Cintada16
Kelik_Es,Anak__Ogi
Kelik_Es,__AnakKolong
Kelik_Es,AntoniusCDN
Kelik_Es,H0RCI
Kelik_Es,dcristnugroho
rikiAiza,JeblukAkun
rikiAiza,prabowo
rikiAiza,BpTrisaka
my_nami_chan,detikcom
my_nami_chan,detikjatengcom
aradiku21,PaltiWest
aradiku21,prabowo
IssyanMaulidi,KangManto123
bekalicky,kegblgnunfaedh
epermanas,fauziasadiqah
epermanas,IndiHomeCare
epermanas,IndiHome
epermanas,Telkomsel
nico delanoHenry@P.,S4N_W1B1
Agung_Bigdad,e100ss
babanteteng,kegblgnunfaedh
PanakBebinjat,samsukku
PanakBebinjat,cutiesbearawrr
PanakBebinjat,tanyakanrl
kimsidab12,zakariamlk
kring_pajak,milaaenn
tebakanjowo,detikcom
nico delanoHenry@P.,dewiirawan13
BernadinoHerry2,eleanorr234
tilehopper,footycinephile
annatananka,Hanboin
Heartherob,romwnsa
Wonky_Togallo,OjolNyambi
kring_pajak,fif___day
kring_pajak,SabdaAlam09
kring_pajak,deeeeee_10
aonomali,yourmattcha
eastonmlk,leilatashira
fitfitricantik,tang__kira
fitfitricantik,Belphinium07
ajibserlangga,JukiHoki
Belphinium07,tang__kira
fmaulana179,MahadewaDharne
fmaulana179,Dennysiregar7
deeeeee_10,kring_pajak
msyjasmine,Lovebirrdd
msyjasmine,kring_pajak
skylaxv,kring_pajak
TemanSenyumu,gilabola_ina
TemanSenyumu,el_bendoyo
TemanSenyumu,ricoxvz
fikri_ZB,kring_pajak
msyjasmine,Lovebirrdd
msyjasmine,kring_pajak
thewestjust,xzdsh
nico delanoHenry@P.,MichelAdam717
CukaCukaloe,vanc1Bozz
CukaCukaloe,Pooohpitu7
CukaCukaloe,prabowo
LtdAkbar,koko_may
twntyfourth,JukiHoki
isajatinangor,hongjooncg
HerlinaHayati1,prabowo
mitzuo,JhonSitorus_18
mitzuo,ErnestGu21244
budhiperma19709,KangManto123
Inaauliaaft,kegblgnunfaedh
komod05,BanyuSadewa
Riodiscuss,eleanorr234
flowelune,trulyvirgoo
wgnore,eucalypsoul
MQB_ANNABI,kompascom
Fhrlhdyt25,seorangpiscees
joliyeol,bgm_ji2
mkhyuckle,haemawarii
samnueI,sahdir
kyuhyxn,ofjshua
MawArIrenG13,yaniarsim
MawArIrenG13,DPR_RI
MawArIrenG13,DPDRI
masuunk,yaniarsim
masuunk,aniesbaswedan
lmaoaopisan,kanialright
nico delanoHenry@P.,Ary_PrasKe2
Sapphirecove,ephemeradl
3Reflian_fam,ArgentianaA
kring_pajak,sweet_candy017
olebee11,tvOneNews
totopethul2,uyoktweet
DMieaceh80579,Catatan_ali7
DMieaceh80579,cobeh2022
DMieaceh80579,Mdy_Asmara1701
DMieaceh80579,bahlillahadalia
DMieaceh80579,21_mozza
DMieaceh80579,124hmahHastuti1
DMieaceh80579,TomJerr92667042
DMieaceh80579,50Kuasa
DMieaceh80579,choymarkochoy
DMieaceh80579,NenkMonica
moscato_choco,hrdbacot
Minyongki1,tanyakanrl
Art01Fma68361,WinSamb
aromapetrikorr,LuzziMochammad
613image,itsdeuriim
zhaoroosy,kkongjiro
rdhdanu15,kabarberbisik
jichuw,woonhoam
kring_pajak,simbaoyaaaas
evunwoo,sehua
amelcewaw,kompascom
caldderioz,keiaez
sausleepy,barengwarga
zhaoroosy,twsagnes
zhaoroosy,jaemain
awemany,gulagugalau
OmBrunyaBeby_,dostoeviesky
OmBrunyaBeby_,prhainon
emyuarifin,prastow
CahKeren212,tonybulumanu
CahKeren212,BANGSAygSUJUD
CahKeren212,wirryo
CahKeren212,Ndons_Back
CahKeren212,Alie_Fahnoor
CahKeren212,yusufagro
CahKeren212,gtobing2903
CahKeren212,florieliciouss
CahKeren212,are_inismyname
CahKeren212,99propaganda
CahKeren212,prabowo
CahKeren212,HASBALL18439385
zhaoroosy,kickflipchoi
zhaoroosy,choiminne
CahKeren212,MariaAlkaff_
EDH012,DedynurPalakka
Nyngning,unvolding
Nyngning,OldtownClamanya
Nyngning,unvoltots
riangrindu,bfriendable
whisper0ftheart,heedosiraf
widodolestari,tsetiady
uizukcd643s,Mdy_Asmara1701
yurrnaa123,kring_pajak
CahKeren212,mantusekda
CahKeren212,info_preloved
CahKeren212,neohistoria_id
WidodoRadi7910,MARQUEZ__93
freethink32,gibran_tweet
freethink32,jokowi
freethink32,Fahrihamzah
freethink32,Gerindra
freethink32,prabowo
Batax_Nasional,PDI_Perjuangan
Batax_Nasional,Dennysiregar7
Batax_Nasional,pramudyasetya99
phaichangg,geppienon
Silviaxtwit,BebySoSweet
Savior97507328,barengwarga
CahKeren212,ddolppangcweguu
CahKeren212,tempodotco
CahKeren212,soenyotoscm
CahKeren212,OjolNyambi
CahKeren212,udhiens2024
Nyngning,unvolding
Auk_Ai_,Mindra_AZ
BaBiBuBe_GoG,revania__says
BaBiBuBe_GoG,s28437
k3ifirAdan,niwseir
lynciash,daimeeralba
Satrio____,absnthmind
Satrio____,exconstellation
Narnia1212,convomf
Narnia1212,nasiihokben
inverskomposisi,ganjarpranowo
amelcewaw,andre_rosiade
Satrio____,jjanivebluu
Satrio____,absnthmind
Jiwwcoklat,aglimpseofw
masadepannyakth,kring_pajak
amtvNU,Gerindra
amtvNU,andre_rosiade
oliiverrsky,ChenleMenle
oliiverrsky,F4hm1pray
oliiverrsky,manwethegreat
wongraavee,HeartOfEthereal
SiOtakDungu,jessicaijes
jr_boyke,barengwarga
jr_boyke,prabowo
REVifajarani,sinBside
REVifajarani,Variable_7
REVifajarani,lost_an666els
rezkyharyono,FOODFESS2
EuyyNingnang,tanyarlfes
LovelyMen0105,RomeoWalker19
haloOCTA,Widino
SegelasAirJeruk,gg_02022020
syncsthcsia,kunciaan
Farisa_Dh,aewin86
Farisa_Dh,ERaksasa
ftriningsih_,tempodotco
ERaksasa,aewin86
linggafjr,NdoroTedjo
MiRV19Kft,neohistoria_id
MiRV19Kft,sugarbbygrul
MiRV19Kft,W176Y6
GabriellGany,matthewgrok
yynkaaayu,tanyarlfes
juhaiman15,matthewgrok
owireborn,OposisiCerdas
Ind4hMaharani,YouTube
Ind4hMaharani,satriohendri
asampedasikan,arisdhanuu
asampedasikan,dansmurff
paksambo,FOODFESS2
LPMMajalahKetik,Epricila10
DE__JAVU_,PUTRY_NUSANTARA
DE__JAVU_,TurnBackHoax
DE__JAVU_,aribowosasmito
potatokntg,tekarok007
potatokntg,tjang_kang
kretekmantab,tempodotco
UseYour83816067,tanyarlfes
syafi_tawakarun,DrEvaChaniago
victoryngrace,adeleemin
internetmain,Penyuka_ombak
delicatier,intinyadeh
Pis_Cessss03,adeleemin
MadPandazx,tanyarlfes
wongraavee,Detoxistence
fancyspain,adeleemin
frans_surya,bachrum_achmadi
frans_surya,tazkiyah71
frans_surya,NenkMonica
frans_surya,ethadisaputra
frans_surya,BosPurwa
frans_surya,AnggaPutraF
frans_surya,ekowboy2
frans_surya,GeiszChalifah
frans_surya,aniesbaswedan
frans_surya,choymarkochoy
frans_surya,aniesbubble
frans_surya,humaniesproject
sutaduatiga,dawgfromdahood
shitejaa,tanyarlfes
meliksumanandar,geloraco
febrianNayara,PartaiSocmed
kyfzfz,KompasTV
kyfzfz,ruslimuhyidin1
Valcons26,duniabulat5
arindraaa,txtdaritaxpayer
eoneeighty,itsquaileggs
eoneeighty,ardibhironx
eoneeighty,egiargians
jondhez,baeratokki
pegawai_konoha_,enoliska_
anyingpukimak,PartaiSocmed
anyingpukimak,susipudjiastuti
meliksumanandar,KompasTV
nyangmongg,Tan_Mar3M
hang_man90,Dandhy_Laksono
hang_man90,AIM_1N
awemany,NsttRoby
AryPrakasa69,Uki23
AryPrakasa69,CC_Chen28
gyeongwanyu1,neohistoria_id
gyeongwanyu1,got_pirang007
gyeongwanyu1,Migrivata
jepunlembayung,Tan_Mar3M
Maeve_meimei,simacet
Maeve_meimei,legislatweet
jualmpingmlinjo,daniel_rxj
jualmpingmlinjo,ridohafikri
jualmpingmlinjo,humaniesproject
HeriyadiNi,Tan_Mar3M
summerenthu,GadiSenjaaa
summerenthu,ronaldy596
summerenthu,Jancok869192442
awemany,FarrelAb_
Suara_Lambung,Mdy_Asmara1701
Suara_Lambung,arrie71732049
Suara_Lambung,AdamVelcro
qiwtopoki_05,Tan_Mar3M
PUTRY_NUSANTARA,lysavana1
PUTRY_NUSANTARA,DS_yantie
PUTRY_NUSANTARA,Epricila10
PUTRY_NUSANTARA,Sgrdamai
PUTRY_NUSANTARA,arifin34533
PUTRY_NUSANTARA,_memoryusang
PUTRY_NUSANTARA,RaniKancana
PUTRY_NUSANTARA,03__nakula
Yaaarchive,Rocky_Antonie
Yaaarchive,iam_zelt
Yaaarchive,yourcaccc
Yaaarchive,mas_veel
Mashadi37659701,muannas_alaidid
saksimasa,khsypr
Haaa_syim,merapi_uncover
Haaa_syim,logikamystika
kring_pajak,pawrkj
mikisoerad84042,Tan_Mar3M
rhodwyl,jetheazar
cygnovertune,tanyarlfes
DadikjayaS38594,ferizandra
3tios16,Tan_Mar3M
ndhsept,BikinNgamukKamu
ndhsept,saninisaa
Alfdelyn,IrawanRommi
Alfdelyn,bengkeldodo
Alfdelyn,BANGSAygSUJUD
Alfdelyn,Ndons_Back
Alfdelyn,Bank_Joee_
Alfdelyn,Bhar4ta_ja
Alfdelyn,florieliciouss
Alfdelyn,are_inismyname
Alfdelyn,naylaodre
Alfdelyn,Kimberley_PS08
Alfdelyn,99propaganda
juzaseilyboi,HanYooRi_9517
juzaseilyboi,chizuuchiz
juzaseilyboi,velvetthorns_
mosellshocker,nozelism
younjunqq,bacotanmika
besokkitatidur,CImtgr
callmesissy111,gunungdanpantai
ofkarwina,subSMNET
wannafigh,tanyakanrl
blueleaf_96,tanyakanrl
blueleaf_96,yaksokexo
blueleaf_96,tanyakanrl
blueleaf_96,yaksokexo
awemany,kompascom
awemany,GiriTaufik
kring_pajak,josuasinagaaa
dasyafxxx,utasandri
JustCarla9,acelsthingy
JustCarla9,tanyakanrl
