"Name","Handle","Timestamp","Content","Comments","Retweets","Likes","Analytics","Tags","Mentions","Tweet Link","Tweet ID","Replying To"
"Ivoox Indonesia","@ivooxid","2024-12-30T10:39:26.000Z","Pelaku Industri Lebih Kawatir Dampak Kebijakan Relaksasi Impor Ketimbang PPN 12 Persen","0","0","0","31","[]","[]","https://x.com/ivooxid/status/1873680289446412751","tweet_id:1873680289446412751","[]"
"Dulunya @lintang","Dulunya @lintang","2024-12-30T10:39:19.000Z","Mau transaksi non tunai, kena ppn 12%.

Mau transaksi tunai, takut dapet uang palsu.

Ya Allah kenapa aku WNI ","0","1","0","47","[]","[]","https://x.com/lokastiti/status/1873680257284476936","tweet_id:1873680257284476936","[]"
"gigi salsa pt.2","@cassiorion9","2024-12-30T10:39:06.000Z","sebutno kabeh dong, uang palsu uin, bpjs problem, ppn 12%, koruptor dimaafin, koruptor timah dipenjara 6.5 tahun","1","0","0","187","[]","[]","https://x.com/cassiorion9/status/1873680203261857933","tweet_id:1873680203261857933","['@aragogloxx']"
"Anubeast","@AnuBeast_","2024-12-30T10:38:20.000Z","bli ppn 12% ngaruh ke harga btc gak","0","0","0","479","[]","[]","https://x.com/AnuBeast_/status/1873680009132695665","tweet_id:1873680009132695665","['@hoteliercrypto']"
"Raa","@youintheraain","2024-12-30T10:37:51.000Z"," : Jirr kayanya tahun depan udh gaada makanan 10rb lagi di UIN : Yaelah naik paling naik 500 perak doang : Bapak kau naik 500 perak!

Heran banget mahasiswa tapi buta informasi pdhl udh byk yg share perhitungan PPN 12% yg bener#PPNBikinSengsara#TolakKenaikanPPN12Persen","0","0","1","62","['#PPNBikinSengsara', '#TolakKenaikanPPN12Persen']","[]","https://x.com/youintheraain/status/1873679888781324591","tweet_id:1873679888781324591","[]"
"Ranauva","@scaranauva","2024-12-30T10:36:34.000Z","Ada Mavuika tolak ppn 12%","0","0","0","26","[]","[]","https://x.com/scaranauva/status/1873679564951654729","tweet_id:1873679564951654729","[]"
"siwonip.원규♡","@siwonip","2024-12-30T10:34:59.000Z","horror tax code ppn 12% dah muncul ","0","0","0","73","[]","[]","https://x.com/siwonip/status/1873679167499456893","tweet_id:1873679167499456893","[]"
"lili","@blushinqsun","2024-12-30T10:34:49.000Z","di tengah ppn 12% kok mau digaji pake bibir, oon. ","0","0","0","71","[]","[]","https://x.com/blushinqsun/status/1873679127531901352","tweet_id:1873679127531901352","[]"
"Mas Djay™","@djaycoholyc","2024-12-30T10:34:35.000Z","Bikin banyak panggung buat merayakan PPN 12%-kah","1","4","16","2.8K","[]","[]","https://x.com/djaycoholyc/status/1873679068870394357","tweet_id:1873679068870394357","[]"
"dorothy","@veferdream","2024-12-30T10:34:17.000Z","ppn 12% selain memberatkan kantongku juga SNGAT memberatkan pekerjaanku alias fuck all of you genap voters","0","0","0","22","[]","[]","https://x.com/veferdream/status/1873678991716131238","tweet_id:1873678991716131238","[]"
"Ina Indo","@KTheology46243","2024-12-30T10:33:59.000Z","    
Kebijakan pajak PPN 12% akan menyiksa rakyat miskin,semua harga barang dan jasa apapun akan naik.Sementara keluarga muliono fufufafa mewah-mewah naik jet pribadi, beli tas dan jam mewah, makan 1 roti harga 400 ribu, dll.","0","0","1","75","[]","['@mohmahfudmd', '@Dennysiregar7', '@aniesbaswedan', '@PDI_Perjuangan']","https://x.com/KTheology46243/status/1873678915660878301","tweet_id:1873678915660878301","['@PaltiWest']"
"Brunokalwat","@brunoNewBorn","2024-12-30T10:33:20.000Z","Tenang tenang BBM non subsidi 1 Januari 25 bisa jadi naik, naik krn Ppn 12% naik ditambah krn dolar masih tembus 16 rebu.","0","0","1","73","[]","[]","https://x.com/brunoNewBorn/status/1873678751781036135","tweet_id:1873678751781036135","['@alyapedia']"
"gatau ah","@gagitujugakeles","2024-12-30T10:32:36.000Z","Pengumuman ppn 12% batal","0","0","1","260","[]","[]","https://x.com/gagitujugakeles/status/1873678567500063123","tweet_id:1873678567500063123","['@ultramym']"
