"Name","Handle","Timestamp","Content","Comments","Retweets","Likes","Analytics","Tags","Mentions","Tweet Link","Tweet ID","Replying To"
"bedjo","@txcntr","2025-03-03T11:00:41.000Z","Sore kak  ijin tanya kak, sejak 2025 BKP atau JKP apa sajakah yg terkena PPN 12% penuh (bukan DPP Nilai Lain)? karena di PMK 131 2024 hanya disebutkan barang yang tergolong mewah, tetapi tidak spesifik menyebut peraturan atau jenis barang/jasanya. Terima kasih","1","0","0","204","[]","['@kring_pajak']","https://x.com/txcntr/status/1896516071064322241","tweet_id:1896516071064322241","[]"
"𝒗𝒊𝒆","@111royalcupid","2025-03-03T10:57:22.000Z","Kalo aku gabalik gmn anjai org org demo indonesia gelap u masih ppn 12%","1","0","0","148","[]","[]","https://x.com/111royalcupid/status/1896515237416960155","tweet_id:1896515237416960155","['@bettersweaat']"
"Toneliko#SaveTheRebellion","@Tonelikoo","2025-03-03T09:15:02.000Z","Ini kalau warga Indonesia gak ada demo sejak IndonesiaDarurat. Ada beberapa hal yang terjadi:
Kaesang maju PilkadaPPN 12%
Gas LPG 3kg tetep dijual di pangkalan.

Ini baru ujung dari Iceberg-nya","1","0","0","117","[]","[]","https://x.com/Tonelikoo/status/1896489483924836705","tweet_id:1896489483924836705","[]"
"Fathoni","@fathoniashari","2025-03-03T02:26:29.000Z","Jika benar-benar membutuhkan canva pro sebaiknya beli lewat apps dengan harga bulanan Rp95.000 + ppn 12%, terima kasih pak prabowo.","1","0","0","105","[]","[]","https://x.com/fathoniashari/status/1896386669177422319","tweet_id:1896386669177422319","['@fathoniashari']"
"irvin affandi","@irvinaffandi66","2025-03-02T17:16:31.000Z","Kemaren ppn 12% skrng tiket pesawat didiskon cuman sebulan doang ya wajar pada #Kaburajadulu ni bln ramadhan pun org pada save money karena apa Selain efeisinshit atau apalah & danantara itu itu org jdi mikir buat spend uang nya","0","0","0","21","['#Kaburajadulu']","[]","https://x.com/irvinaffandi66/status/1896248265831776681","tweet_id:1896248265831776681","['@txtdaritaxpayer']"
"Raja Ijazah Palsu","@DMieaceh80579","2025-03-02T15:15:01.000Z","Sebelum Danantara 
Rakyat sudah di jejali dengan :PPN 12 %
Pagar laut
Skandal PT. Timah
Gas Melon
Pertamax Oplosan 
Skandal ASDP
Rupiah nyungsep Rp. 16.570/$
Yg terakhir  Mafia Bawang Putih.
Jgn salah kan Rakyat jika tidak mempercayai Pemerintahan","1","4","3","470","[]","[]","https://x.com/DMieaceh80579/status/1896217686310617221","tweet_id:1896217686310617221","['@faridhcrb', '@ninja_neonn', '@tedy_bambang']"
"cenil n pentol","@cenilandpentol","2025-03-02T14:19:18.000Z","sikap plin plan ppn 12% jg ga dibahas tuh","0","0","2","267","[]","[]","https://x.com/cenilandpentol/status/1896203665918292422","tweet_id:1896203665918292422","['@medanperan']"
"","@sunoooni","2025-03-02T13:54:28.000Z","les sama aku, tapi bayar 100 juta ppn 12%. ","1","0","0","27","[]","[]","https://x.com/sunoooni/status/1896197418544509383","tweet_id:1896197418544509383","['@iriwoc']"
"Muhammad IW","@Mhd_IrfanW","2025-03-02T13:35:20.000Z","Hati2 kena PPN 12%","0","0","0","30","[]","[]","https://x.com/Mhd_IrfanW/status/1896192602334245319","tweet_id:1896192602334245319","['@kegblgnunfaedh']"
"Belajarlagi","@belajarlagiHQ","2025-03-02T09:41:56.000Z","Soalnya kalo mau cari tau lebih jauh tentang pajak ini, bisa didapetin info tentang insentif pajak bagi UMKM, di mana UMKM cukup bayar PPh final 0,5% aja. Dengan syarat omzet pelaku UMKM di bawah 4,8 M tiap tahunnya.

Beda sama usaha yg bentuknya PKP, mereka kena PPN 12%.","1","3","18","1.6K","[]","[]","https://x.com/belajarlagiHQ/status/1896133865011634639","tweet_id:1896133865011634639","['@belajarlagiHQ']"
